Original row		optimized_7121.py	optimized_2499.py	optimized_1697.py	optimized_4688.py	optimized_4251.py	optimized_1399.py	optimized_9820.py	optimized_5147.py	optimized_5424.py	optimized_8204.py	optimized_3520.py	optimized_4643.py	optimized_8847.py	optimized_3290.py	optimized_577.py	optimized_1062.py	optimized_2780.py	optimized_8268.py	optimized_6296.py	optimized_3451.py	optimized_5004.py	optimized_6617.py	optimized_836.py	optimized_9303.py	optimized_1692.py	optimized_4310.py	optimized_2086.py	optimized_4982.py	optimized_9631.py	optimized_7551.py	optimized_3941.py	optimized_7882.py	optimized_1967.py	optimized_7073.py	optimized_2975.py	optimized_806.py	optimized_4030.py	optimized_7086.py	optimized_5820.py	optimized_2801.py	optimized_6308.py	optimized_1120.py	optimized_1306.py	optimized_1186.py	optimized_9342.py	optimized_1825.py	optimized_975.py	optimized_9652.py	optimized_9147.py	optimized_4450.py	optimized_1885.py	optimized_1707.py	optimized_3210.py	optimized_6869.py	optimized_7505.py	optimized_2156.py	optimized_8521.py	optimized_1477.py	optimized_1144.py	optimized_8069.py	optimized_1085.py	optimized_5089.py	optimized_5458.py	optimized_4011.py	optimized_9116.py	optimized_8845.py	optimized_5611.py	optimized_8967.py	optimized_6553.py	optimized_8910.py	optimized_4069.py	optimized_2253.py	optimized_4206.py	optimized_5193.py	optimized_7928.py	optimized_8106.py	optimized_5109.py	optimized_8692.py	optimized_3479.py	optimized_9933.py	optimized_274.py	optimized_7063.py	optimized_3669.py	optimized_6384.py	optimized_4843.py	optimized_7802.py	optimized_1463.py	optimized_6329.py	optimized_7632.py	optimized_4459.py	optimized_2437.py	optimized_5571.py	optimized_5954.py	optimized_107.py	optimized_8810.py	optimized_5938.py	optimized_4189.py	optimized_8668.py	optimized_1432.py	optimized_1019.py	optimized_6761.py	optimized_6960.py	optimized_1180.py	optimized_6199.py	optimized_1962.py	optimized_9166.py	optimized_8739.py	optimized_7115.py	optimized_5128.py	optimized_8755.py	optimized_5078.py	optimized_2754.py	optimized_2904.py	optimized_6573.py	optimized_8950.py	optimized_4364.py	optimized_3796.py	optimized_7648.py	optimized_6061.py	optimized_3783.py	optimized_9837.py	optimized_7962.py	optimized_4139.py	optimized_5470.py	optimized_4630.py	optimized_4465.py	optimized_1106.py	optimized_2391.py	optimized_95.py	optimized_706.py	optimized_4429.py	optimized_8095.py	optimized_8493.py	optimized_925.py	optimized_5651.py	optimized_9473.py	optimized_3515.py	optimized_1196.py	optimized_5995.py	optimized_4034.py	optimized_5475.py	optimized_1437.py	optimized_777.py	optimized_1421.py	optimized_8026.py	optimized_9519.py	optimized_9959.py	optimized_2947.py	optimized_2879.py	optimized_7747.py	optimized_5926.py	optimized_7739.py	optimized_3336.py	optimized_6159.py	optimized_3094.py	optimized_2687.py	optimized_1755.py	optimized_4846.py	optimized_3712.py	optimized_1236.py	optimized_2422.py	optimized_2508.py	optimized_9225.py	optimized_2564.py	optimized_2117.py	optimized_6346.py	optimized_5344.py	optimized_5275.py	optimized_2851.py	optimized_5498.py	optimized_1629.py	optimized_1097.py	optimized_1577.py	optimized_8894.py	optimized_5866.py	optimized_7335.py	optimized_7992.py	optimized_7679.py	optimized_7452.py	optimized_9734.py	optimized_4786.py	optimized_4566.py	optimized_3926.py	optimized_2784.py	optimized_814.py	optimized_3505.py	optimized_9541.py	optimized_1526.py	optimized_5477.py	optimized_7584.py	optimized_9637.py	optimized_3781.py	optimized_1036.py	optimized_580.py	optimized_993.py	optimized_5359.py	optimized_630.py	optimized_3074.py	optimized_1586.py	optimized_9932.py
96	optimized_5938.py	135.611	0.003	135.611	0.004	0.003	135.611	0.003	0.003	0.003	135.611	135.611	0.003	0.003	0.003	135.611	0.004	135.611	0.003	135.611	0.003	0.003	0.004	0.003	0.004	0.003	0.003	0.003	135.611	0.003	135.611	135.611	135.611	0.004	135.611	135.611	135.611	135.611	0.004	135.611	135.611	135.611	0.003	0.003	0.004	0.004	0.003	135.611	135.611	0.003	0.003	0.003	135.611	135.611	0.003	0.003	135.611	135.611	135.611	135.611	135.611	135.611	0.004	0.004	0.004	0.004	135.611	0.004	0.004	135.611	135.611	135.611	0.005	0.003	0.003	135.611	0.005	0.004	135.611	0.004	0.004	135.612	0.003	0.004	0.003	0.003	0.004	135.611	0.004	135.611	0.003	135.611	135.611	135.611	135.612	135.612	NaN	135.612	135.611	135.611	135.611	0.003	0.003	135.611	0.005	0.005	0.003	0.005	0.005	0.004	0.006	0.006	135.611	135.611	135.611	0.005	0.002	0.002	0.006	135.611	135.611	135.611	0.005	0.005	0.004	0.008	0.008	0.005	0.005	135.611	135.611	135.611	0.006	135.611	135.611	0.004	135.611	135.611	135.612	0.01	0.01	0.006	0.008	0.008	0.008	0.011	0.011	0.005	135.61	135.61	0.011	135.611	135.611	0.007	135.61	135.61	135.61	135.611	135.611	0.007	0.008	135.61	135.61	0.007	0.012	0.012	135.61	0.01	0.01	0.014	135.612	135.612	135.61	0.009	0.009	135.61	0.018	0.018	135.611	135.612	135.612	0.01	0.016	0.016	0.023	135.608	135.608	0.014	0.014	135.609	135.611	135.611	135.611	0.021	0.021	0.018	135.61	135.61	135.609	135.612	135.612
99	optimized_1432.py	135.611	0.003	135.61	0.002	0.003	135.611	0.003	0.003	135.611	135.611	135.61	135.61	135.611	0.003	135.611	0.002	135.611	0.003	135.611	0.004	0.003	0.002	0.003	0.002	0.004	0.003	0.003	135.61	0.003	135.61	0.003	135.611	0.002	135.61	135.611	0.002	135.611	0.002	135.611	0.003	135.611	0.004	0.003	0.003	135.611	0.003	135.611	135.611	0.004	0.004	0.003	135.611	135.611	0.004	0.004	135.611	135.611	135.611	135.611	135.611	135.611	0.004	0.002	0.002	0.004	135.61	0.004	0.002	135.612	135.611	135.611	135.611	0.003	0.004	135.61	0.004	0.004	135.611	0.004	0.003	135.612	0.004	0.004	0.003	135.611	0.004	0.002	0.004	135.611	0.005	135.61	135.611	135.61	135.611	0.005	135.611	135.612	135.611	NaN	135.611	0.001	0.001	135.611	0.004	0.004	0.003	0.002	0.002	0.006	0.007	0.007	135.611	135.611	135.611	0.006	0.004	0.004	0.002	135.611	135.611	135.611	0.003	0.003	0.004	0.008	0.008	0.006	0.008	0.008	135.611	0.009	0.009	135.611	135.611	0.005	135.611	135.611	135.612	0.009	0.009	0.007	0.01	0.01	0.008	0.01	0.01	0.004	135.61	135.61	0.008	135.611	135.611	0.009	135.61	135.61	135.61	135.611	135.611	0.008	0.005	0.005	135.612	0.008	0.008	135.613	135.61	135.61	135.61	0.01	0.01	135.612	135.61	135.61	135.611	135.611	0.018	0.01	0.01	135.612	135.612	135.612	0.018	135.611	135.611	135.608	0.018	0.018	0.021	135.609	135.609	0.027	135.611	135.611	135.609	0.016	0.016	135.61	135.609	135.609	0.018
104	optimized_6199.py	135.611	0.002	0.002	135.611	135.611	135.611	0.002	0.002	0.002	135.611	0.002	0.002	0.002	0.002	0.002	135.611	135.611	135.611	135.611	135.611	0.002	135.611	0.002	135.611	0.002	0.002	135.611	0.002	135.611	0.002	0.002	135.611	135.611	0.002	0.002	135.611	0.003	135.611	135.611	0.002	135.611	135.611	0.002	135.611	0.003	0.002	0.003	0.003	135.611	0.002	135.611	0.003	135.611	135.611	135.611	0.003	135.611	135.611	0.002	0.003	0.002	135.611	0.003	135.611	0.002	0.002	0.002	135.611	135.611	135.611	0.003	135.611	135.611	135.611	0.002	0.002	0.002	0.003	135.611	135.611	0.005	135.611	0.002	135.611	135.611	135.611	0.002	0.002	0.003	0.004	0.003	135.611	0.003	0.004	135.611	0.005	135.611	135.611	0.004	135.611	0.004	135.611	135.611	NaN	0.004	0.004	0.003	0.003	0.004	0.005	0.005	135.611	135.611	135.611	0.005	0.005	0.005	0.004	135.611	135.611	135.611	0.004	0.004	0.004	0.005	0.005	0.004	0.006	0.006	135.611	0.006	0.006	135.611	135.611	0.007	135.61	135.61	135.611	0.007	0.007	0.006	0.007	0.007	0.007	0.007	0.007	0.005	135.61	0.008	0.008	135.61	135.61	0.011	135.61	135.61	135.61	135.611	135.611	0.006	0.006	0.006	135.611	0.01	0.01	135.612	135.61	135.61	135.61	0.011	0.011	135.611	135.61	135.61	135.611	135.61	135.61	0.011	135.611	135.611	135.611	135.611	0.019	135.61	135.61	135.608	0.016	0.016	0.018	135.608	135.608	0.024	135.61	135.61	135.609	0.019	0.019	135.61	135.609	135.609	0.019
107	optimized_8739.py	135.611	0.003	0.003	135.611	0.003	135.611	0.003	0.003	0.003	135.611	0.003	0.004	0.003	0.003	0.003	135.611	135.611	0.003	135.611	0.004	0.003	135.611	0.003	135.611	0.003	0.003	0.003	0.004	0.003	0.004	0.003	135.611	135.611	0.004	0.003	135.611	135.611	135.611	135.611	0.003	135.611	0.003	0.004	135.611	135.611	0.003	135.611	135.611	0.003	0.004	0.003	135.611	135.611	0.004	0.004	135.611	135.611	135.611	135.611	135.611	0.003	0.004	135.611	135.611	0.004	0.004	0.004	135.611	135.611	135.611	135.611	135.611	0.003	0.003	0.003	0.004	0.004	135.611	0.004	135.611	135.611	0.004	0.004	0.003	135.611	0.004	0.002	0.004	135.611	0.004	0.004	135.611	0.004	0.003	135.611	0.005	135.611	135.611	0.002	135.61	0.003	135.611	135.611	0.003	0.006	0.017	NaN	0.02	0.006	0.007	0.007	135.611	135.61	135.61	0.007	0.005	0.005	0.002	135.611	135.611	135.611	0.004	0.004	0.005	0.007	0.007	0.006	0.006	135.61	135.611	135.611	0.006	135.611	135.611	0.006	135.61	135.61	135.611	0.008	0.008	0.007	0.009	0.006	0.006	0.009	135.61	135.61	135.61	135.61	0.008	135.61	135.61	0.01	135.61	135.61	135.61	135.611	135.611	0.009	0.006	0.006	135.611	0.009	0.009	135.612	135.61	135.61	135.61	0.01	0.01	135.611	135.61	135.61	135.611	135.61	135.61	0.012	0.012	135.611	135.611	135.611	0.019	135.61	135.61	135.608	0.019	0.019	0.02	135.608	135.608	0.026	135.61	135.61	135.608	0.017	0.017	135.61	135.609	135.609	0.018
108	optimized_7115.py	135.611	0.005	0.005	135.611	0.005	135.611	0.005	0.003	0.005	135.61	0.005	0.005	0.005	0.004	0.005	135.611	135.61	0.005	135.61	0.004	0.005	135.611	0.003	135.611	0.005	0.005	0.005	0.004	0.005	0.004	0.005	135.611	135.611	0.004	0.003	135.611	135.611	135.611	135.61	0.005	135.61	0.005	0.005	135.611	135.61	0.005	135.61	135.61	0.005	0.005	0.005	135.611	135.61	0.004	0.004	135.61	135.611	135.611	135.61	135.61	0.003	0.004	135.61	135.611	0.003	0.004	0.004	135.611	135.611	135.61	135.61	135.61	0.005	0.005	0.003	0.003	0.004	135.61	0.004	135.611	135.611	0.005	0.004	0.004	135.611	0.004	0.006	0.004	135.61	0.006	0.004	135.611	0.004	0.007	135.611	0.005	135.611	135.611	0.002	135.61	0.007	135.61	135.61	0.003	0.003	0.007	0.02	NaN	0.006	0.006	0.008	135.61	135.61	0.004	0.003	0.003	135.61	0.007	0.007	135.611	135.61	135.61	0.003	0.005	0.005	135.611	0.004	0.004	135.61	135.61	0.003	0.003	0.003	135.61	0.011	0.011	135.61	135.611	135.611	135.61	0.01	0.01	0.009	0.004	0.004	135.61	0.007	0.007	0.005	0.007	0.007	135.611	0.014	0.014	0.009	135.609	135.609	135.61	0.006	0.006	135.609	135.611	135.611	0.008	135.612	135.612	0.011	0.011	0.011	135.612	135.612	135.609	0.006	0.006	135.609	0.012	0.012	135.61	135.611	135.611	0.008	0.022	0.022	0.017	135.607	135.607	0.018	0.016	0.016	135.61	0.02	0.02	0.018	135.608	135.608	135.609	135.609	135.608	135.611	135.611
116	optimized_4364.py	135.611	0.003	0.003	135.611	0.003	135.611	0.003	0.004	0.003	135.611	0.004	0.004	0.003	0.003	0.003	135.611	135.611	0.004	135.611	0.003	0.003	135.611	0.003	135.611	0.003	0.003	0.004	0.003	0.004	0.003	0.004	135.611	135.611	0.003	0.003	135.611	135.611	135.611	135.611	0.003	135.611	0.003	0.003	135.611	135.611	0.004	135.611	135.611	0.003	0.003	0.003	135.611	135.611	0.003	0.003	135.611	135.611	135.611	135.611	135.611	0.003	0.004	135.611	135.611	0.003	0.004	0.004	135.611	135.612	135.611	135.611	135.611	0.003	0.003	0.003	0.005	0.004	135.611	0.004	135.611	135.611	0.004	0.003	0.003	135.611	0.003	0.004	0.004	135.611	0.004	0.004	135.611	0.004	0.005	135.612	0.002	135.612	135.61	0.004	135.61	0.004	135.611	135.611	0.005	0.006	0.006	0.005	0.003	0.004	0.002	0.003	135.611	135.611	0.006	0.022	NaN	135.611	0.005	0.005	135.611	135.611	135.611	0.005	0.004	0.004	135.612	0.004	0.004	135.611	135.611	135.611	0.006	135.611	135.611	0.005	135.611	135.611	135.612	0.01	0.01	0.006	0.009	0.009	0.008	0.011	0.011	0.004	0.004	0.01	0.011	0.011	135.612	0.007	0.007	0.007	135.61	135.61	135.611	0.008	0.008	135.61	135.612	135.612	0.012	135.613	135.613	0.009	135.61	135.61	135.612	135.612	135.612	0.01	135.611	135.611	0.018	0.01	0.01	135.612	135.612	135.612	0.016	135.611	135.611	135.608	0.016	0.016	0.022	135.609	135.609	0.027	0.027	0.021	135.609	135.609	135.61	135.61	135.61	135.612	0.02
122	optimized_7962.py	135.611	0.004	0.004	0.003	0.004	135.611	0.004	0.004	135.611	135.611	0.004	135.611	0.004	0.004	0.004	0.003	0.003	135.611	135.611	0.005	0.004	135.611	0.004	135.611	135.611	0.004	0.004	0.004	135.611	0.004	135.611	0.003	135.611	0.004	0.004	135.611	0.003	135.611	135.611	0.004	135.611	0.004	0.004	135.611	0.003	135.611	0.003	135.611	135.611	0.005	0.004	0.003	135.611	135.611	135.611	0.003	0.004	0.004	0.003	0.003	135.611	0.005	135.611	135.611	135.611	0.004	0.004	135.611	0.004	135.611	0.003	135.611	135.611	0.005	0.004	0.004	0.004	0.003	0.004	0.004	135.612	0.005	0.005	135.611	135.611	0.004	135.611	0.004	0.002	135.611	0.003	0.004	135.611	135.611	135.612	0.005	135.612	0.004	0.003	0.005	0.003	135.611	135.611	0.004	0.004	135.611	0.004	135.61	0.007	135.61	0.005	0.006	135.611	135.61	135.611	135.611	135.611	0.003	0.003	135.611	135.611	NaN	0.004	0.004	0.007	135.611	135.611	0.009	135.611	135.611	0.009	0.005	0.005	135.61	0.007	0.007	135.611	135.611	0.008	135.611	135.611	0.011	0.005	0.005	0.009	135.611	135.611	135.61	0.011	0.011	135.611	135.612	135.612	135.61	0.007	0.007	135.611	135.611	135.611	0.004	135.61	135.61	0.01	0.012	0.012	135.61	135.61	135.61	0.008	0.008	135.612	135.61	135.61	135.611	135.61	135.61	0.01	135.611	135.611	135.612	0.009	0.009	135.611	0.022	0.022	0.019	0.013	0.013	135.608	135.611	135.611	135.61	0.018	0.018	0.015	0.015	135.61	135.609	135.609	0.016
123	optimized_4139.py	135.611	0.004	0.004	135.611	0.004	135.611	0.004	0.004	0.004	135.611	0.004	0.004	0.004	0.004	0.004	135.611	135.611	0.004	135.611	0.005	0.004	135.611	0.004	135.611	0.004	0.004	0.004	0.003	0.004	0.004	0.004	135.611	135.611	0.003	0.004	135.61	135.611	135.611	135.611	0.004	135.611	0.004	0.003	135.611	135.611	0.004	135.61	135.611	0.004	0.004	0.004	135.611	135.61	0.003	0.004	135.61	135.611	135.611	135.61	135.61	0.004	0.005	135.611	135.611	0.003	0.003	0.004	135.611	135.611	135.611	135.61	135.61	0.003	0.004	0.004	0.004	0.004	135.61	0.004	135.611	135.612	0.005	0.004	0.003	135.611	0.004	0.004	0.004	135.611	0.005	0.002	135.611	0.004	0.004	135.612	0.005	135.611	135.61	0.003	135.61	0.004	135.611	135.61	0.004	0.003	0.005	0.004	0.003	0.006	0.003	0.005	135.611	135.611	0.005	0.003	0.005	135.61	0.006	135.61	135.611	135.611	0.004	NaN	0.002	0.002	135.611	0.005	0.005	135.61	135.61	135.61	0.002	135.61	135.61	0.008	135.61	135.61	135.611	0.007	0.007	0.009	0.008	0.008	0.004	0.007	0.007	0.007	135.61	135.61	0.007	135.61	135.61	0.012	135.61	135.61	135.609	135.61	135.61	0.006	0.006	135.609	135.611	135.611	0.01	135.612	135.612	0.01	135.609	135.609	135.612	135.611	135.611	0.006	135.61	135.61	0.015	0.008	135.61	135.61	135.611	0.009	0.009	135.61	0.019	0.019	0.015	0.016	0.016	135.608	135.61	135.61	135.61	0.017	0.017	0.017	135.609	135.609	135.608	135.611	135.611
124	optimized_5470.py	135.611	0.004	0.003	135.611	0.004	135.611	0.004	0.004	0.003	135.611	0.003	0.003	0.003	0.004	0.004	135.611	135.611	0.004	135.611	0.004	0.003	135.611	0.003	135.611	0.003	0.004	0.003	0.003	0.004	0.003	0.004	135.611	135.611	0.003	0.003	135.61	135.611	135.611	135.611	0.004	135.611	0.004	0.003	135.611	135.611	0.003	135.611	135.611	0.004	0.004	0.004	135.611	135.61	0.003	0.004	135.611	135.611	135.611	135.611	135.611	0.003	0.004	135.611	135.611	0.003	0.003	0.004	135.611	135.611	135.611	135.611	135.61	0.003	0.004	0.004	0.003	0.003	135.611	0.003	135.611	135.611	0.004	0.004	0.002	135.611	0.003	0.004	0.004	135.611	0.005	0.002	135.611	0.005	0.003	135.611	0.004	135.611	135.61	0.004	135.61	0.004	135.611	135.61	0.004	0.003	0.005	0.005	0.005	0.006	0.004	0.005	135.611	135.61	0.006	0.003	0.004	135.61	0.006	135.611	135.611	135.611	0.004	0.002	NaN	0.006	135.611	135.611	0.007	0.007	135.611	0.007	0.007	135.611	135.61	135.61	135.61	135.611	135.611	0.008	135.611	135.611	0.009	0.005	0.005	0.008	135.61	135.61	135.61	0.008	0.008	135.61	135.612	135.612	135.61	0.009	0.009	135.611	135.611	135.611	0.007	135.609	135.609	0.01	0.011	0.011	135.61	135.61	135.609	0.011	0.011	135.611	135.609	135.609	135.611	135.61	135.61	0.008	135.611	135.611	135.611	0.009	0.009	135.61	0.02	0.02	0.016	0.015	0.015	135.608	135.611	135.611	135.61	0.017	0.017	0.016	135.61	135.61	135.609	135.611	135.611
125	optimized_4630.py	135.61	0.005	0.005	135.611	0.005	135.61	0.005	0.005	0.005	135.61	0.005	0.005	0.005	0.005	0.005	135.611	135.611	0.004	135.61	0.005	0.005	135.61	0.005	135.61	0.003	0.005	0.005	0.005	0.004	0.005	0.004	135.611	135.61	0.005	0.005	135.61	135.611	135.61	135.61	0.006	135.61	0.005	0.003	135.61	135.611	0.003	135.611	135.61	0.004	0.006	0.006	135.611	135.61	0.003	0.005	135.61	135.61	135.61	135.61	135.611	0.003	0.005	135.61	135.61	0.003	0.004	0.004	135.61	135.611	135.61	135.611	135.61	0.006	0.006	0.005	0.004	0.005	135.611	0.005	135.611	135.611	0.005	0.005	0.002	135.61	0.005	0.006	0.004	135.611	0.006	0.005	135.611	0.005	0.003	135.611	0.008	135.611	135.61	0.008	135.61	0.008	135.61	135.61	0.005	0.004	0.008	0.007	0.005	0.006	0.004	0.008	135.61	135.61	0.006	0.005	0.004	135.61	0.008	135.611	135.61	135.61	0.007	0.002	0.006	NaN	135.611	0.005	0.005	135.61	135.61	135.61	0.005	135.61	135.61	0.011	0.011	135.61	135.611	135.611	135.61	0.009	0.009	0.01	0.006	0.006	135.61	0.008	0.008	0.005	0.008	0.008	135.611	0.014	0.014	0.008	135.609	135.609	135.61	0.007	0.007	135.609	135.609	0.014	0.006	135.612	135.612	0.012	0.012	0.012	135.611	135.611	135.609	0.008	0.008	135.609	0.011	0.011	135.61	135.611	135.611	0.008	0.022	0.022	0.017	135.607	135.607	0.018	0.016	0.016	135.61	0.02	0.02	0.019	0.019	0.021	135.609	135.609	135.608	135.611	135.611
131	optimized_4429.py	135.61	0.007	0.006	0.003	0.006	135.61	0.006	0.006	135.611	135.61	0.006	0.006	0.006	0.006	0.006	0.003	0.003	135.611	135.61	0.006	0.006	135.61	0.006	135.61	135.611	0.007	0.006	0.006	135.611	0.006	0.006	0.003	135.61	135.611	0.007	135.61	0.003	135.61	135.61	0.007	135.61	0.006	135.611	0.004	135.61	135.611	0.004	135.61	135.611	0.007	0.007	135.61	135.61	0.006	0.006	135.61	135.61	135.61	0.003	0.004	135.611	0.006	135.61	0.003	135.611	0.006	0.006	135.61	0.004	135.61	135.61	0.003	0.006	0.007	0.006	0.005	0.006	0.003	0.005	0.003	135.61	135.611	0.006	135.611	135.61	0.006	0.008	0.006	0.004	135.611	0.006	0.002	135.611	135.611	135.61	135.611	135.61	0.004	0.009	0.003	0.009	135.61	135.61	0.006	0.005	0.009	135.611	0.003	0.007	0.003	0.01	0.004	135.61	135.61	0.005	135.611	135.609	0.009	0.006	135.61	135.61	0.009	135.61	0.007	135.61	135.61	0.006	0.007	135.609	135.61	NaN	0.005	0.005	135.609	0.012	0.012	135.61	135.61	135.61	135.61	0.01	0.01	0.011	0.006	0.006	135.61	0.01	0.01	0.003	0.008	0.008	135.611	0.015	0.015	0.01	135.609	135.609	135.61	135.61	0.011	135.609	135.609	0.015	0.006	0.006	135.609	0.013	0.013	0.012	135.611	135.611	135.609	0.008	0.008	135.609	0.01	0.01	135.61	135.61	135.61	0.009	0.023	0.023	0.016	0.016	0.013	0.019	0.019	135.607	135.61	135.61	135.609	0.019	0.019	0.022	135.609	135.609	135.608	135.611	135.611
139	optimized_5995.py	0.006	0.007	0.007	135.61	0.007	135.61	0.007	135.611	0.007	0.006	135.611	0.007	0.007	135.611	135.611	135.61	135.61	0.007	0.006	135.611	0.007	0.006	0.007	135.61	0.008	135.611	0.007	0.007	0.008	0.007	0.007	135.61	135.61	0.007	135.611	135.61	135.61	135.61	135.61	135.611	0.006	0.007	0.007	135.61	135.61	0.008	135.61	0.006	135.611	0.008	0.008	135.61	0.006	0.007	0.007	135.61	135.61	135.61	135.61	135.61	0.008	0.007	135.61	135.61	0.006	135.611	0.007	135.61	135.61	0.006	135.61	135.61	0.008	135.611	135.611	135.611	135.611	135.61	135.611	135.61	135.61	0.007	0.007	0.007	0.006	0.007	0.007	135.611	0.008	0.009	135.611	0.006	135.611	135.612	135.61	0.01	0.005	0.006	0.009	135.61	135.611	135.61	135.61	0.007	135.611	135.611	0.008	135.611	135.611	135.611	0.01	135.61	135.609	0.008	135.611	0.01	0.01	135.612	0.01	135.61	135.61	0.008	0.007	0.008	135.611	135.61	0.008	0.01	135.609	135.61	135.61	0.006	135.61	0.009	0.013	0.011	135.61	135.612	NaN	135.612	0.012	0.009	0.011	0.011	0.003	135.609	135.609	135.609	0.007	0.005	0.005	135.611	0.017	0.017	0.009	135.609	135.609	135.61	0.009	0.009	0.009	135.61	0.016	0.016	135.611	135.609	135.609	135.609	0.009	135.611	135.61	135.61	0.01	135.61	135.61	0.012	0.013	135.61	135.61	135.61	0.009	0.009	135.609	0.017	135.607	135.607	0.019	0.013	0.013	135.61	0.019	135.609	135.609	135.607	0.021	0.021	135.609	135.608	135.611	135.611
141	optimized_5475.py	135.611	135.611	135.611	0.006	0.006	135.611	0.006	0.006	0.006	135.611	0.006	135.611	0.006	0.006	0.006	135.611	135.611	135.611	135.611	0.006	135.611	135.611	135.611	0.006	0.006	0.006	135.611	0.006	135.611	135.611	0.005	0.007	0.007	135.611	0.006	135.611	0.006	0.006	135.611	0.006	135.611	135.611	0.006	135.611	0.007	0.006	135.611	135.611	0.006	0.005	135.611	0.007	135.611	135.611	135.611	0.006	0.006	0.006	135.611	135.611	0.006	135.611	0.006	135.611	0.007	0.007	135.611	0.007	135.611	135.611	0.006	135.611	0.006	0.005	0.006	0.007	0.007	135.611	0.007	135.611	135.611	0.006	0.006	0.007	135.611	0.007	0.006	0.006	135.611	135.611	0.008	135.611	0.007	0.007	135.611	0.006	135.611	135.61	0.007	135.61	0.007	0.008	135.611	0.006	0.009	0.006	0.007	0.01	135.611	0.008	135.611	135.611	0.008	0.006	0.008	0.006	135.61	0.008	135.611	0.006	0.009	135.611	0.009	135.611	0.009	0.008	135.611	135.611	0.004	0.007	0.01	135.611	0.007	135.61	135.612	135.61	135.611	135.611	0.012	135.611	NaN	135.612	0.009	0.012	0.012	0.012	0.008	135.61	0.01	0.01	135.61	135.612	135.612	135.61	0.006	135.61	135.61	135.611	0.007	0.007	135.61	135.611	0.009	0.009	135.612	135.61	135.61	135.61	0.016	135.612	135.612	135.609	0.013	0.013	135.61	0.018	0.014	0.014	135.611	135.611	135.611	0.014	135.61	135.61	135.608	0.016	0.013	0.013	135.608	135.611	135.611	135.61	0.025	135.608	135.608	135.61	135.61	135.61	135.612	0.024
144	optimized_1421.py	135.611	0.006	0.006	135.612	0.007	135.611	0.007	0.007	0.007	135.611	0.006	0.006	0.006	0.006	0.006	135.612	135.611	0.006	135.611	0.007	0.006	135.611	0.006	135.612	0.007	0.007	0.006	0.006	0.006	0.006	0.007	135.612	135.612	0.006	0.007	135.61	135.612	135.612	135.611	0.007	135.611	0.006	0.006	135.611	135.612	0.007	135.61	135.61	0.007	0.007	0.006	135.612	135.612	0.006	0.006	135.612	135.612	135.611	135.611	135.612	0.007	0.007	135.611	135.611	0.005	0.006	0.006	135.611	135.611	135.611	135.612	135.61	0.006	0.007	0.006	0.005	0.006	135.61	0.005	135.611	135.611	0.007	0.006	0.006	135.611	0.005	0.007	0.006	135.611	0.007	0.005	135.611	0.006	0.007	135.612	0.008	135.611	135.61	0.008	135.61	0.007	135.611	135.61	0.007	0.004	0.008	0.006	0.004	0.008	0.005	0.005	135.611	135.611	0.007	0.005	0.008	135.61	0.008	135.61	135.612	135.611	0.005	0.004	0.005	0.006	135.612	0.007	0.009	135.61	135.611	0.006	0.007	135.612	135.61	0.005	135.611	135.612	135.611	0.011	135.61	0.012	0.01	0.008	NaN	0.006	0.006	0.008	135.61	0.008	0.008	135.61	135.61	0.015	135.61	135.61	135.609	135.61	135.61	135.61	0.009	135.609	135.609	0.014	0.01	135.612	135.612	0.011	135.609	135.609	135.612	135.611	135.611	0.005	135.61	135.61	0.014	0.008	135.61	135.61	135.611	0.008	0.008	135.61	0.017	0.017	0.015	0.019	0.019	135.608	135.611	0.021	0.021	0.015	135.608	0.017	0.017	135.61	135.608	135.611	135.611
145	optimized_8026.py	135.611	0.008	0.008	135.61	0.008	135.61	0.008	0.008	0.008	135.611	0.006	0.008	0.006	0.006	0.006	135.61	135.61	0.008	135.611	0.007	0.008	135.611	0.008	135.61	0.008	0.008	0.008	0.008	0.009	0.008	0.007	135.611	135.61	0.008	0.007	135.61	135.61	135.61	135.61	0.007	135.61	0.008	0.008	135.611	135.61	0.007	135.61	135.61	0.007	0.009	0.008	135.611	135.61	0.008	0.008	135.61	135.61	135.611	135.61	135.61	0.009	0.008	135.61	135.61	0.007	0.006	0.006	135.61	135.611	135.611	135.61	135.61	0.008	0.007	0.006	0.005	0.006	135.61	0.005	135.611	135.611	0.008	0.008	0.008	135.611	0.005	0.009	0.006	135.611	0.009	0.005	135.611	0.006	0.01	135.611	0.011	135.611	135.61	0.01	135.61	0.007	135.61	135.61	0.007	0.004	0.008	0.009	0.004	0.01	0.005	0.011	135.61	135.61	0.007	0.005	0.011	135.61	0.008	135.61	135.611	135.61	0.009	0.007	0.008	0.006	135.611	0.008	0.01	135.61	135.61	0.006	0.006	135.61	135.61	0.014	135.61	135.61	135.611	0.003	135.61	0.012	0.009	0.012	0.006	NaN	135.61	0.01	0.01	0.006	0.006	0.006	135.611	0.017	135.609	135.609	135.609	135.61	135.61	0.009	0.01	135.609	135.609	0.016	0.008	0.008	135.609	0.012	135.609	135.609	135.611	135.611	135.611	0.009	135.61	135.61	0.011	0.013	135.61	135.61	135.611	0.008	0.008	135.61	0.016	135.607	135.607	0.02	0.013	0.013	135.61	0.018	135.61	135.61	135.608	0.021	0.021	135.609	135.608	135.608	0.018
